headline,source
Cumberland Pharmaceuticals (NASDAQ:CPIX) Coverage Initiated by Analysts at StockNews.com,ETF Daily News
VanEck Agribusiness ETF (NYSEARCA:MOO) Sees Strong Trading Volume,ETF Daily News
Moog (NYSE:MOG.B) Hits New 1-Year High at $118.37,ETF Daily News
Invesco S&P SmallCap Consumer Discretionary ETF (NASDAQ:PSCD) Stock Price Up 2.9%,ETF Daily News
Artivion (NYSE:AORT) PT Lowered to $22.00,ETF Daily News
Amalgamated Financial (NASDAQ:AMAL) Price Target Raised to $24.00 at JPMorgan Chase & Co.,ETF Daily News
Old Point Financial (NASDAQ:OPOF) Now Covered by Analysts at StockNews.com,ETF Daily News
StockNews.com Initiates Coverage on Lipocine (NASDAQ:LPCN),ETF Daily News
"Carisma Therapeutics, Inc. (NASDAQ:CARM) Receives Consensus Rating of “Buy” from Brokerages",ETF Daily News
Strategic Metals (CVE:SMD) Hits New 12-Month Low at $0.19,ETF Daily News
CleanSpark (NASDAQ:CLSK) Trading 12.8% Higher,ETF Daily News
Bird Construction (TSE:BDT) Hits New 1-Year High at $11.13,ETF Daily News
Revolution Bars Group (LON:RBG) Reaches New 1-Year Low at $2.49,ETF Daily News
Cochlear (OTCMKTS:CHEOY) Trading Up 1.5%,ETF Daily News
"T-Mobile US, Inc. (NASDAQ:TMUS) Stock Holdings Boosted by Parallel Advisors LLC",ETF Daily News
Desjardins Global Asset Management Inc. Has $2.01 Million Stock Holdings in Bristol-Myers Squibb (NYSE:BMY),ETF Daily News
Desjardins Global Asset Management Inc. Has $2.06 Million Stock Holdings in Bank of America Co. (NYSE:BAC),ETF Daily News
Sandy Spring Bank Trims Stock Position in iShares iBoxx $ Investment Grade Corporate Bond ETF (NYSEARCA:LQD),ETF Daily News
"Sandy Spring Bank Has $70,000 Stock Position in Zscaler, Inc. (NASDAQ:ZS)",ETF Daily News
"CoreFirst Bank & Trust Trims Stock Position in Zimmer Biomet Holdings, Inc. (NYSE:ZBH)",ETF Daily News
iShares 0-5 Year TIPS Bond ETF (NYSEARCA:STIP) Stock Position Raised by Envestnet Asset Management Inc.,ETF Daily News
Sandy Spring Bank Raises Stock Position in Schwab Fundamental U.S. Large Company Index ETF (NYSEARCA:FNDX),ETF Daily News
Envestnet Asset Management Inc. Boosts Stock Position in iShares Core S&P U.S. Value ETF (NASDAQ:IUSV),ETF Daily News
"Desjardins Global Asset Management Inc. Has $1.25 Million Stock Holdings in Yum China Holdings, Inc. (NYSE:YUMC)",ETF Daily News
American International Group Inc. Lowers Stock Position in Centene Co. (NYSE:CNC),ETF Daily News
"American International Group Inc. Cuts Stock Holdings in Interactive Brokers Group, Inc. (NASDAQ:IBKR)",ETF Daily News
Judge rules anonymous jury in E. Jean Carroll case against Trump,ABC News
New York State Common Retirement Fund Increases Stock Holdings in Monster Beverage Co. (NASDAQ:MNST),ETF Daily News
Lincoln National Corp Has $1.91 Million Stock Position in Innovator U.S. Equity Buffer ETF – September (BATS:BSEP),ETF Daily News
Lincoln National Corp Reduces Stock Position in iShares S&P 500 Value ETF (NYSEARCA:IVE),ETF Daily News
"Mary Dibiase Sells 67,695 Shares of X4 Pharmaceuticals, Inc. (NASDAQ:XFOR) Stock",ETF Daily News
"Quantinno Capital Management LP Raises Stock Holdings in J.B. Hunt Transport Services, Inc. (NASDAQ:JBHT)",ETF Daily News
Banque Pictet & Cie SA Boosts Stock Position in Royalty Pharma plc (NASDAQ:RPRX),ETF Daily News
CoreFirst Bank & Trust Lowers Stock Holdings in S&P Global Inc. (NYSE:SPGI),ETF Daily News
Tortoise Investment Management LLC Increases Stock Position in Union Pacific Co. (NYSE:UNP),ETF Daily News
Cowen AND Company LLC Trims Stock Position in Brookfield Reinsurance Ltd. (NYSE:BNRE),ETF Daily News
"abrdn plc Raises Stock Holdings in Stanley Black & Decker, Inc. (NYSE:SWK)",ETF Daily News
"Lutz Financial Services LLC Has $409,000 Stock Position in Schwab U.S. REIT ETF (NYSEARCA:SCHH)",ETF Daily News
"Bfsg LLC Has $835,000 Stock Position in iShares Short Treasury Bond ETF (NASDAQ:SHV)",ETF Daily News
CoreFirst Bank & Trust Lowers Stock Holdings in iShares Select Dividend ETF (NASDAQ:DVY),ETF Daily News
"Biltmore Family Office LLC Has $365,000 Stock Position in Intel Co. (NASDAQ:INTC)",ETF Daily News
"Tortoise Investment Management LLC Decreases Stock Holdings in Church & Dwight Co., Inc. (NYSE:CHD)",ETF Daily News
New York Life Investment Management LLC Raises Stock Position in Aptiv PLC (NYSE:APTV),ETF Daily News
"Twin Capital Management Inc. Decreases Stock Holdings in WEC Energy Group, Inc. (NYSE:WEC)",ETF Daily News
SPDR S&P 600 Small CapValue ETF (NYSEARCA:SLYV) Stock Position Boosted by Indie Asset Partners LLC,ETF Daily News
Parallel Advisors LLC Boosts Stock Position in Schwab U.S. Aggregate Bond ETF (NYSEARCA:SCHZ),ETF Daily News
"HBK Sorce Advisory LLC Has $507,000 Stock Position in SPDR S&P International Dividend ETF (NYSEARCA:DWX)",ETF Daily News
Vanguard Total Stock Market ETF (NYSEARCA:VTI) Shares Purchased by Lutz Financial Services LLC,ETF Daily News
Lutz Financial Services LLC Reduces Holdings in Vanguard Total World Stock ETF (NYSEARCA:VT),ETF Daily News
"Silgan Holdings Inc. (NYSE:SLGN) VP Stacey J. Mcgrath Sells 1,085 Shares of Stock",ETF Daily News
Tortoise Investment Management LLC Trims Stock Position in VanEck Short High Yield Muni ETF (BATS:SHYD),ETF Daily News
Navellier & Associates Inc. Has $1.25 Million Stock Holdings in inTEST Co. (NYSE:INTT),ETF Daily News
Twin Capital Management Inc. Reduces Stock Holdings in Quest Diagnostics Incorporated (NYSE:DGX),ETF Daily News
Vestmark Advisory Solutions Inc. Raises Stock Holdings in McDonald’s Co. (NYSE:MCD),ETF Daily News
Vanguard Short-Term Bond ETF (NYSEARCA:BSV) Stock Position Increased by Lutz Financial Services LLC,ETF Daily News
iShares Short Treasury Bond ETF (NASDAQ:SHV) Stock Holdings Decreased by Tortoise Investment Management LLC,ETF Daily News
Capital One Financial Co. (NYSE:COF) Stock Position Boosted by Twin Capital Management Inc.,ETF Daily News
Cassaday & Co Wealth Management LLC Decreases Stock Holdings in ConocoPhillips (NYSE:COP),ETF Daily News
Sandy Spring Bank Boosts Stock Holdings in Vanguard Small-Cap Growth ETF (NYSEARCA:VBK),ETF Daily News
"Vestmark Advisory Solutions Inc. Has $5.61 Million Stock Holdings in Tesla, Inc. (NASDAQ:TSLA)",ETF Daily News
"Cullen Frost Bankers Inc. Lowers Stock Holdings in ONEOK, Inc. (NYSE:OKE)",ETF Daily News
"New York State Common Retirement Fund Has $73.61 Million Stock Holdings in Entegris, Inc. (NASDAQ:ENTG)",ETF Daily News
"American Water Works Company, Inc. (NYSE:AWK) Stock Holdings Boosted by New York State Common Retirement Fund",ETF Daily News
Twin Capital Management Inc. Cuts Stock Position in American Airlines Group Inc. (NASDAQ:AAL),ETF Daily News
"Versor Investments LP Grows Stock Position in Ollie’s Bargain Outlet Holdings, Inc. (NASDAQ:OLLI)",ETF Daily News
"Sandy Spring Bank Has $280,000 Stock Holdings in iShares Gold Trust (NYSEARCA:IAU)",ETF Daily News
"Versor Investments LP Has $725,000 Stock Holdings in SolarEdge Technologies, Inc. (NASDAQ:SEDG)",ETF Daily News
iShares TIPS Bond ETF (NYSEARCA:TIP) Stock Position Lowered by Lutz Financial Services LLC,ETF Daily News
"TrinityPoint Wealth LLC Reduces Stock Position in Altria Group, Inc. (NYSE:MO)",ETF Daily News
"Juniper Networks, Inc. (NYSE:JNPR) Stock Position Increased by TrinityPoint Wealth LLC",ETF Daily News
"Desjardins Global Asset Management Inc. Has $1.62 Million Stock Holdings in Lowe’s Companies, Inc. (NYSE:LOW)",ETF Daily News
Desjardins Global Asset Management Inc. Has $1.26 Million Stock Holdings in Tractor Supply (NASDAQ:TSCO),ETF Daily News
"CoreFirst Bank & Trust Has $56,000 Stock Position in Morgan Stanley (NYSE:MS)",ETF Daily News
"HBK Sorce Advisory LLC Has $671,000 Stock Holdings in Rockwell Automation, Inc. (NYSE:ROK)",ETF Daily News
Parallel Advisors LLC Has $1.28 Million Stock Holdings in Phillips 66 (NYSE:PSX),ETF Daily News
Coastline Trust Co Boosts Stock Position in Eaton Co. plc (NYSE:ETN),ETF Daily News
Parallel Advisors LLC Cuts Stock Position in The Allstate Co. (NYSE:ALL),ETF Daily News
Envestnet Asset Management Inc. Raises Stock Holdings in SPDR Portfolio Short Term Treasury ETF (NYSEARCA:SPTS),ETF Daily News
Vanguard Total World Stock ETF (NYSEARCA:VT) Shares Bought by Cullen Frost Bankers Inc.,ETF Daily News
"TrinityPoint Wealth LLC Has $856,000 Stock Position in The Procter & Gamble Company (NYSE:PG)",ETF Daily News
Cibc World Markets Corp Grows Stock Position in Norfolk Southern Co. (NYSE:NSC),ETF Daily News
"Desjardins Global Asset Management Inc. Has $1.95 Million Stock Position in O’Reilly Automotive, Inc. (NASDAQ:ORLY)",ETF Daily News
Eaton Vance Short Duration Diversified Income Fund (NYSE:EVG) Stock Price Up 1.4% Following Dividend Announcement,ETF Daily News
Cowen AND Company LLC Grows Stock Position in Mobiv Acquisition Corp (NASDAQ:MOBV),ETF Daily News
"Philadelphia Trust Co. Lowers Stock Position in Automatic Data Processing, Inc. (NASDAQ:ADP)",ETF Daily News
"Atria Investments Inc Decreases Stock Position in Broadridge Financial Solutions, Inc. (NYSE:BR)",ETF Daily News
Parallel Advisors LLC Has $1.22 Million Stock Holdings in Vanguard Financials ETF (NYSEARCA:VFH),ETF Daily News
"Kades & Cheifetz LLC Increases Stock Holdings in BlackRock Floating Rate Income Strategies Fund, Inc. (NYSE:FRA)",ETF Daily News
ABC News embeds with IDF inside Gaza: Reporter's notebook,ABC News
CoreFirst Bank & Trust Increases Stock Holdings in Global X Russell 2000 Covered Call ETF (NYSEARCA:RYLD),ETF Daily News
"Desjardins Global Asset Management Inc. Trims Stock Holdings in Rockwell Automation, Inc. (NYSE:ROK)",ETF Daily News
"Alpha Financial Advisors LLC Trims Stock Holdings in Merck & Co., Inc. (NYSE:MRK)",ETF Daily News
"Cibc World Markets Corp Has $4.44 Million Stock Holdings in Rockwell Automation, Inc. (NYSE:ROK)",ETF Daily News
Pinnacle Wealth Planning Services Inc. Decreases Stock Holdings in iShares MSCI EAFE Growth ETF (BATS:EFG),ETF Daily News
Cibc World Markets Corp Increases Stock Position in The Allstate Co. (NYSE:ALL),ETF Daily News
"Versor Investments LP Has $777,000 Stock Holdings in AGCO Co. (NYSE:AGCO)",ETF Daily News
Pinnacle Financial Partners Inc Decreases Stock Holdings in Target Co. (NYSE:TGT),ETF Daily News
Lutz Financial Services LLC Cuts Stock Position in Vanguard Short-Term Treasury Index ETF (NASDAQ:VGSH),ETF Daily News
Lutz Financial Services LLC Reduces Stock Holdings in Dimensional U.S. Targeted Value ETF (NYSEARCA:DFAT),ETF Daily News
Parallel Advisors LLC Has $1.38 Million Stock Holdings in iShares MSCI USA Size Factor ETF (NYSEARCA:SIZE),ETF Daily News
Desjardins Global Asset Management Inc. Raises Stock Holdings in Chubb Limited (NYSE:CB),ETF Daily News
Kades & Cheifetz LLC Reduces Stock Holdings in Invesco Variable Rate Preferred ETF (NYSEARCA:VRP),ETF Daily News
iShares Convertible Bond ETF (BATS:ICVT) Stock Holdings Lifted by Kades & Cheifetz LLC,ETF Daily News
"Now-Speaker Mike Johnson worked with a Louisiana college to minimize the fallout over his resignation as the dean of a Christian law school that never opened, report says",Business Insider
"Chipotle Mexican Grill, Inc. (NYSE:CMG) Stock Position Raised by Cassaday & Co Wealth Management LLC",ETF Daily News
TrinityPoint Wealth LLC Decreases Stock Holdings in Trane Technologies plc (NYSE:TT),ETF Daily News
Parallel Advisors LLC Reduces Stock Position in Vanguard Consumer Staples ETF (NYSEARCA:VDC),ETF Daily News
TrinityPoint Wealth LLC Increases Stock Holdings in Snap-on Incorporated (NYSE:SNA),ETF Daily News
Alpha Financial Advisors LLC Has $6.83 Million Stock Holdings in Dimensional U.S. Small Cap ETF (NYSEARCA:DFAS),ETF Daily News
Connable Office Inc. Increases Stock Holdings in Valley National Bancorp (NASDAQ:VLY),ETF Daily News
Alliant Energy Co. (NASDAQ:LNT) Stock Position Cut by Coastline Trust Co,ETF Daily News
Coastline Trust Co Has $1.22 Million Stock Position in iShares Russell 1000 Growth ETF (NYSEARCA:IWF),ETF Daily News
"Vestmark Advisory Solutions Inc. Boosts Stock Holdings in Marsh & McLennan Companies, Inc. (NYSE:MMC)",ETF Daily News
"Coastline Trust Co Has $782,000 Stock Holdings in Cummins Inc. (NYSE:CMI)",ETF Daily News
Desjardins Global Asset Management Inc. Has $1.29 Million Stock Holdings in TE Connectivity Ltd. (NYSE:TEL),ETF Daily News
Brown Brothers Harriman & Co. Has $1.88 Million Stock Position in Baxter International Inc. (NYSE:BAX),ETF Daily News
"Navellier & Associates Inc. Has $648,000 Stock Position in CSX Co. (NASDAQ:CSX)",ETF Daily News
Twin Capital Management Inc. Has $2.07 Million Stock Holdings in PACCAR Inc (NASDAQ:PCAR),ETF Daily News
"TrinityPoint Wealth LLC Decreases Stock Holdings in Applied Materials, Inc. (NASDAQ:AMAT)",ETF Daily News
"Altria Group, Inc. (NYSE:MO) Stock Holdings Boosted by Envestnet Asset Management Inc.",ETF Daily News
"Pinnacle Financial Partners Inc Has $481,000 Stock Position in Novartis AG (NYSE:NVS)",ETF Daily News
"Pinnacle Financial Partners Inc Has $627,000 Stock Holdings in Lincoln National Co. (NYSE:LNC)",ETF Daily News
"Coastline Trust Co Has $933,000 Stock Position in Walmart Inc. (NYSE:WMT)",ETF Daily News
"TrinityPoint Wealth LLC Has $439,000 Stock Holdings in The Goldman Sachs Group, Inc. (NYSE:GS)",ETF Daily News
"DuPont de Nemours, Inc. (NYSE:DD) Stock Holdings Decreased by Biltmore Family Office LLC",ETF Daily News
"TrinityPoint Wealth LLC Has $1.02 Million Stock Holdings in Consolidated Edison, Inc. (NYSE:ED)",ETF Daily News
CoreFirst Bank & Trust Cuts Stock Position in Costco Wholesale Co. (NASDAQ:COST),ETF Daily News
"Pinnacle Financial Partners Inc Has $741,000 Stock Position in Intuit Inc. (NASDAQ:INTU)",ETF Daily News
Bfsg LLC Cuts Stock Holdings in The Walt Disney Company (NYSE:DIS),ETF Daily News
"The Manitowoc Company, Inc. (NYSE:MTW) Director Anne E. Belec Buys 1,772 Shares of Stock",ETF Daily News
"Robert E. Bartels, Jr. Acquires 407 Shares of Lakeland Financial Co. (NASDAQ:LKFN) Stock",ETF Daily News
"Quantinno Capital Management LP Has $1.14 Million Stock Holdings in Watsco, Inc. (NYSE:WSO)",ETF Daily News
"Topaz Energy Corp. (TSE:TPZ) Senior Officer Marty Staples Buys 2,500 Shares of Stock",ETF Daily News
"California Water Service Group (NYSE:CWT) Director Thomas M. Krummel Sells 2,220 Shares of Stock",ETF Daily News
"Byline Bancorp, Inc. (NYSE:BY) Director Valle Perochena Antonio Del Acquires 4,100 Shares of Stock",ETF Daily News
"Cadence Design Systems, Inc. (NASDAQ:CDNS) Director Mark Adams Sells 400 Shares of Stock",ETF Daily News
"Cisco Systems, Inc. (NASDAQ:CSCO) Stock Position Lowered by Brown Brothers Harriman & Co.",ETF Daily News
"Atria Investments Inc Has $3.34 Million Stock Holdings in Interactive Brokers Group, Inc. (NASDAQ:IBKR)",ETF Daily News
"Banque Pictet & Cie SA Has $482,000 Stock Holdings in Consolidated Edison, Inc. (NYSE:ED)",ETF Daily News
Atria Investments Inc Has $3.53 Million Stock Holdings in Edwards Lifesciences Co. (NYSE:EW),ETF Daily News
"Atria Investments Inc Decreases Stock Position in Church & Dwight Co., Inc. (NYSE:CHD)",ETF Daily News
"Vestmark Advisory Solutions Inc. Lowers Stock Holdings in Primerica, Inc. (NYSE:PRI)",ETF Daily News
PIMCO Global StocksPLUS & Income Fund (NYSE:PGP) Stock Price Up 2.5% Following Dividend Announcement,ETF Daily News
Quantinno Capital Management LP Has $1.34 Million Stock Holdings in Shell plc (NYSE:SHEL),ETF Daily News
HBK Sorce Advisory LLC Cuts Stock Position in Nucor Co. (NYSE:NUE),ETF Daily News
U.S. Capital Wealth Advisors LLC Decreases Stock Position in Bunge Limited (NYSE:BG),ETF Daily News
Vestmark Advisory Solutions Inc. Boosts Stock Holdings in Walmart Inc. (NYSE:WMT),ETF Daily News
"Navellier & Associates Inc. Has $965,000 Stock Position in Hudson Technologies, Inc. (NASDAQ:HDSN)",ETF Daily News
Cibc World Markets Corp Raises Stock Position in Sysco Co. (NYSE:SYY),ETF Daily News
"New York Life Investment Management LLC Lowers Stock Position in DuPont de Nemours, Inc. (NYSE:DD)",ETF Daily News
Coastline Trust Co Cuts Stock Position in Vanguard S&P Mid-Cap 400 ETF (NYSEARCA:IVOO),ETF Daily News
"New York Life Investment Management LLC Cuts Stock Position in Consolidated Edison, Inc. (NYSE:ED)",ETF Daily News
Parallel Advisors LLC Reduces Stock Holdings in Vanguard Communication Services ETF (NYSEARCA:VOX),ETF Daily News
New York Life Investment Management LLC Has $4.85 Million Stock Position in Xcel Energy Inc. (NASDAQ:XEL),ETF Daily News
"Impax Asset Management Group plc Has $692,000 Stock Holdings in eBay Inc. (NASDAQ:EBAY)",ETF Daily News
"Old Dominion Freight Line, Inc. (NASDAQ:ODFL) Stock Position Increased by New York State Common Retirement Fund",ETF Daily News
"Insider Selling: Agilysys, Inc. (NASDAQ:AGYS) SVP Sells 129 Shares of Stock",ETF Daily News
Wayfair Inc. (NYSE:W) Director Anke Schaferkordt Sells 616 Shares of Stock,ETF Daily News
Emerson Electric Co. (NYSE:EMR) Stock Holdings Lifted by Savant Capital LLC,ETF Daily News
Savant Capital LLC Boosts Stock Position in iShares Semiconductor ETF (NASDAQ:SOXX),ETF Daily News
"Ur-Energy Inc. (NYSEAMERICAN:URG) COO Steven M. Hatten Sells 58,357 Shares of Stock",ETF Daily News
TrinityPoint Wealth LLC Raises Stock Position in Union Pacific Co. (NYSE:UNP),ETF Daily News
Envestnet Asset Management Inc. Trims Stock Position in Albemarle Co. (NYSE:ALB),ETF Daily News
"J. W. Coons Advisors LLC Has $288,000 Stock Position in Vanguard Small-Cap ETF (NYSEARCA:VB)",ETF Daily News
"Intuitive Surgical, Inc. (NASDAQ:ISRG) Stock Position Raised by Savant Capital LLC",ETF Daily News
